50   0.154000   0.125155   0.182845
100   0.370000   0.328162   0.411838
150   0.688000   0.586196   0.789804
200   1.077000   0.959335   1.194665
250   1.791000   1.595444   1.986556
500   7.070000   6.386113   7.753887
550   8.848000   7.734161   9.961840
600   10.440000   9.175482   11.704518
650   12.524000   10.892534   14.155467
700   14.220000   12.564624   15.875376
750   16.402000   14.537471   18.266530
800   20.627000   17.647046   23.606954
850   22.513000   19.724909   25.301092
900   23.448000   20.783001   26.112999
950   26.636000   24.136507   29.135493
1000   29.626000   26.038106   33.213894
