50  @    bt/ T/ NIL/ T/ T    default     5.2222223 639   221     14 / 15    0.04    0.13    0.17     1       0    0/0       355        70       RANDOM/0.0  RANDOMRANDOM
50  @    bt/ T/ NIL/ T/ T    1783960706  5.3333335 702   135     12 / 13    0.07    0.08    0.15     1       0    0/0       288        49       RANDOM/0.0  RANDOMRANDOM
50  @    bt/ T/ NIL/ T/ T    6148712495  3.7777777 630   142     14 / 15    0.05    0.1     0.15     1       0    0/0       246        69       RANDOM/0.0  RANDOMRANDOM
50  @    bt/ T/ NIL/ T/ T    8261581571  5.888889 693    265     14 / 15    0.04    0.13    0.17     1       0    0/0       415        69       RANDOM/0.0  RANDOMRANDOM
50  @    bt/ T/ NIL/ T/ T    4705297406  5.888889 702    484     26 / 27    0.04    0.39    0.43     1       0    0/0       744        148      RANDOM/0.0  RANDOMRANDOM
50  @    bt/ T/ NIL/ T/ T    6724813580  5.3333335 702   135     12 / 13    0.17    0.07    0.24     1       0    0/0       288        49       RANDOM/0.0  RANDOMRANDOM
50  @    bt/ T/ NIL/ T/ T    8798969000  5.111111 657    181     15 / 16    0.05    0.1     0.15     1       0    0/0       350        66       RANDOM/0.0  RANDOMRANDOM
50  @    bt/ T/ NIL/ T/ T    0805098560  4.888889 711    129     13 / 14    0.06    0.07    0.13     1       0    0/0       327        56       RANDOM/0.0  RANDOMRANDOM
50  @    bt/ T/ NIL/ T/ T    4767135635  6.6666665 756   543     24 / 25    0.05    0.31    0.36     1       0    0/0       786        138      RANDOM/0.0  RANDOMRANDOM
50  @    bt/ T/ NIL/ T/ T    7685437293  6.6666665 729   242     17 / 18    0.06    0.16    0.22     1       0    0/0       557        80       RANDOM/0.0  RANDOMRANDOM
100 @    bt/ T/ NIL/ T/ T    default     8.222222 1179   281     14 / 15    0.13    0.24    0.38     1       0    0/0       638        70       RANDOM/0.0  RANDOMRANDOM
100 @    bt/ T/ NIL/ T/ T    1783960706  8.111111 1206   281     19 / 20    0.16    0.27    0.43     1       0    0/0       836        91       RANDOM/0.0  RANDOMRANDOM
100 @    bt/ T/ NIL/ T/ T    6148712495  7.6666665 1224  142     10 / 11    0.14    0.16    0.3      1       0    0/0       327        34       RANDOM/0.0  RANDOMRANDOM
100 @    bt/ T/ NIL/ T/ T    8261581571  9.888889 1269   558     18 / 19    0.15    0.39    0.55     1       0    0/0       958        92       RANDOM/0.0  RANDOMRANDOM
100 @    bt/ T/ NIL/ T/ T    4705297406  8.888889 1269   622     19 / 20    0.15    0.4     0.56     1       0    0/0       923        96       RANDOM/0.0  RANDOMRANDOM
100 @    bt/ T/ NIL/ T/ T    6724813580  8.111111 1206   281     19 / 20    0.2     0.2     0.4      1       0    0/0       836        91       RANDOM/0.0  RANDOMRANDOM
100 @    bt/ T/ NIL/ T/ T    8798969000  9.222222 1278   365     20 / 21    0.16    0.33    0.5      1       0    0/0       1070       105      RANDOM/0.0  RANDOMRANDOM
100 @    bt/ T/ NIL/ T/ T    0805098560  10.444445 1440  463     22 / 23    0.19    0.35    0.54     1       0    0/0       1347       104      RANDOM/0.0  RANDOMRANDOM
100 @    bt/ T/ NIL/ T/ T    4767135635  10.111111 1305  394     14 / 15    0.15    0.23    0.38     1       0    0/0       654        55       RANDOM/0.0  RANDOMRANDOM
100 @    bt/ T/ NIL/ T/ T    7685437293  8.666667 1242   309     14 / 15    0.14    0.19    0.33     1       0    0/0       582        59       RANDOM/0.0  RANDOMRANDOM
150 @    bt/ T/ NIL/ T/ T    default     12.888889 1800  1192    23 / 24    0.31    0.83    1.14     1       0    0/0       1810       132      RANDOM/0.0  RANDOMRANDOM
150 @    bt/ T/ NIL/ T/ T    1783960706  12.555555 1800  361     15 / 16    0.31    0.36    0.67     1       0    0/0       915        62       RANDOM/0.0  RANDOMRANDOM
150 @    bt/ T/ NIL/ T/ T    6148712495  9.444445 1701   378     23 / 24    0.25    0.32    0.57     1       0    0/0       1272       124      RANDOM/0.0  RANDOMRANDOM
150 @    bt/ T/ NIL/ T/ T    8261581571  13.111111 1809  476     19 / 20    0.31    0.52    0.83     1       0    0/0       1406       100      RANDOM/0.0  RANDOMRANDOM
150 @    bt/ T/ NIL/ T/ T    4705297406  14.111111 1917  941     18 / 19    0.32    0.64    0.96     1       0    0/0       1431       90       RANDOM/0.0  RANDOMRANDOM
150 @    bt/ T/ NIL/ T/ T    6724813580  12.555555 1800  361     15 / 16    0.32    0.39    0.71     1       0    0/0       915        62       RANDOM/0.0  RANDOMRANDOM
150 @    bt/ T/ NIL/ T/ T    8798969000  13.444445 1908  447     19 / 20    0.34    0.43    0.77     1       0    0/0       1507       98       RANDOM/0.0  RANDOMRANDOM
150 @    bt/ T/ NIL/ T/ T    0805098560  13.666667 1998  627     16 / 17    0.36    0.47    0.83     1       0    0/0       1085       63       RANDOM/0.0  RANDOMRANDOM
150 @    bt/ T/ NIL/ T/ T    4767135635  13.444445 1881  538     15 / 16    0.37    0.38    0.75     1       0    0/0       989        62       RANDOM/0.0  RANDOMRANDOM
150 @    bt/ T/ NIL/ T/ T    7685437293  12.555555 1782  515     20 / 21    0.28    0.41    0.69     1       0    0/0       1500       105      RANDOM/0.0  RANDOMRANDOM
200 @    bt/ T/ NIL/ T/ T    default     18.444445 2439  1704    25 / 26    0.54    1.41    1.96     1       0    0/0       2768       135      RANDOM/0.0  RANDOMRANDOM
200 @    bt/ T/ NIL/ T/ T    1783960706  16.444445 2358  681     14 / 15    0.5     0.58    1.08     1       0    0/0       1253       63       RANDOM/0.0  RANDOMRANDOM
200 @    bt/ T/ NIL/ T/ T    6148712495  13.777778 2295  1083    20 / 21    0.49    0.86    1.35     1       0    0/0       1681       111      RANDOM/0.0  RANDOMRANDOM
200 @    bt/ T/ NIL/ T/ T    8261581571  17.88889 2430   3622    67 / 68    0.52    3.39    3.92     1       0    0/0       6512       416      RANDOM/0.0  RANDOMRANDOM
200 @    bt/ T/ NIL/ T/ T    4705297406  17.444445 2511  826     23 / 24    0.57    1.13    1.71     1       0    0/0       2154       119      RANDOM/0.0  RANDOMRANDOM
200 @    bt/ T/ NIL/ T/ T    6724813580  16.444445 2358  681     14 / 15    0.5     0.57    1.07     1       0    0/0       1253       63       RANDOM/0.0  RANDOMRANDOM
200 @    bt/ T/ NIL/ T/ T    8798969000  17.222221 2511  3434    65 / 66    0.55    3.28    3.83     1       0    0/0       5764       404      RANDOM/0.0  RANDOMRANDOM
200 @    bt/ T/ NIL/ T/ T    0805098560  16.777779 2484  3350    72 / 73    0.53    3.32    3.85     1       0    0/0       6478       444      RANDOM/0.0  RANDOMRANDOM
200 @    bt/ T/ NIL/ T/ T    4767135635  16.444445 2394  2739    52 / 53    0.51    2.71    3.22     1       0    0/0       4664       324      RANDOM/0.0  RANDOMRANDOM
200 @    bt/ T/ NIL/ T/ T    7685437293  17.88889 2412   3798    81 / 82    0.53    3.66    4.19     1       0    0/0       7543       501      RANDOM/0.0  RANDOMRANDOM
250 @    bt/ T/ NIL/ T/ T    default     24.666666 3105  6879    95 / 96    0.89    7.8     8.69     1       0    0/0       11672      582      RANDOM/0.0  RANDOMRANDOM
250 @    bt/ T/ NIL/ T/ T    1783960706  21.333334 2952  812     16 / 17    0.8     1.0     1.8      1       0    0/0       1785       72       RANDOM/0.0  RANDOMRANDOM
250 @    bt/ T/ NIL/ T/ T    6148712495  17.555555 2844  1831    26 / 27    0.75    1.66    2.41     1       0    0/0       2948       153      RANDOM/0.0  RANDOMRANDOM
250 @    bt/ T/ NIL/ T/ T    8261581571  22.0    2997    5417    79 / 80    0.85    6.0     6.85     1       0    0/0       9059       490      RANDOM/0.0  RANDOMRANDOM
250 @    bt/ T/ NIL/ T/ T    4705297406  21.444445 3096  1238    28 / 29    0.86    1.76    2.62     1       0    0/0       3918       154      RANDOM/0.0  RANDOMRANDOM
250 @    bt/ T/ NIL/ T/ T    6724813580  21.333334 2952  812     16 / 17    0.79    0.89    1.68     1       0    0/0       1785       72       RANDOM/0.0  RANDOMRANDOM
250 @    bt/ T/ NIL/ T/ T    8798969000  22.555555 3177  916     25 / 26    1.0     1.28    2.28     1       0    0/0       3830       147      RANDOM/0.0  RANDOMRANDOM
250 @    bt/ T/ NIL/ T/ T    0805098560  22.11111 3078   1238    18 / 19    0.87    1.6     2.47     1       0    0/0       2059       77       RANDOM/0.0  RANDOMRANDOM
250 @    bt/ T/ NIL/ T/ T    4767135635  20.88889 3024   2852    33 / 34    0.8     2.52    3.32     1       0    0/0       4316       186      RANDOM/0.0  RANDOMRANDOM
250 @    bt/ T/ NIL/ T/ T    7685437293  22.444445 3069  661     17 / 18    0.87    0.89    1.76     1       0    0/0       2255       79       RANDOM/0.0  RANDOMRANDOM
300 @    bt/ T/ NIL/ T/ T    default     28.666666 3681  9406    122 / 123  1.39    11.29   12.68    1       0    0/0       18614      767      RANDOM/0.0  RANDOMRANDOM
300 @    bt/ T/ NIL/ T/ T    1783960706  24.88889 3555   736     15 / 16    1.16    1.01    2.17     1       0    0/0       2043       67       RANDOM/0.0  RANDOMRANDOM
300 @    bt/ T/ NIL/ T/ T    6148712495  21.444445 3402  1565    37 / 38    1.15    2.06    3.21     1       0    0/0       5091       225      RANDOM/0.0  RANDOMRANDOM
300 @    bt/ T/ NIL/ T/ T    8261581571  26.88889 3546   4297    37 / 38    1.21    4.24    5.45     1       0    0/0       6877       230      RANDOM/0.0  RANDOMRANDOM
300 @    bt/ T/ NIL/ T/ T    4705297406  26.88889 3798   1931    33 / 34    1.45    3.1     4.55     1       0    0/0       5069       178      RANDOM/0.0  RANDOMRANDOM
300 @    bt/ T/ NIL/ T/ T    6724813580  24.88889 3555   736     15 / 16    1.24    0.96    2.2      1       0    0/0       2043       67       RANDOM/0.0  RANDOMRANDOM
300 @    bt/ T/ NIL/ T/ T    8798969000  24.555555 3663  3031    28 / 29    1.2     3.1     4.31     1       0    0/0       4619       167      RANDOM/0.0  RANDOMRANDOM
300 @    bt/ T/ NIL/ T/ T    0805098560  26.222221 3636  2559    47 / 48    1.15    3.21    4.36     1       0    0/0       7902       278      RANDOM/0.0  RANDOMRANDOM
300 @    bt/ T/ NIL/ T/ T    4767135635  26.0    3645    4614    42 / 43    1.24    4.9     6.14     1       0    0/0       7086       249      RANDOM/0.0  RANDOMRANDOM
300 @    bt/ T/ NIL/ T/ T    7685437293  26.222221 3717  3165    27 / 28    1.27    3.14    4.41     1       0    0/0       4653       153      RANDOM/0.0  RANDOMRANDOM
350 @    bt/ T/ NIL/ T/ T    default     34.11111 4383   2091    20 / 21    1.75    2.64    4.39     1       0    0/0       4299       104      RANDOM/0.0  RANDOMRANDOM
350 @    bt/ T/ NIL/ T/ T    1783960706  29.0    4122    3785    33 / 34    1.57    4.39    5.97     1       0    0/0       5937       182      RANDOM/0.0  RANDOMRANDOM
350 @    bt/ T/ NIL/ T/ T    6148712495  25.11111 3960   1513    18 / 19    1.4     1.65    3.05     1       0    0/0       2707       91       RANDOM/0.0  RANDOMRANDOM
350 @    bt/ T/ NIL/ T/ T    8261581571  30.666666 4131  9551    111 / 112  1.54    12.74   14.28    1       0    0/0       19135      702      RANDOM/0.0  RANDOMRANDOM
350 @    bt/ T/ NIL/ T/ T    4705297406  32.333332 4473  14031   158 / 159  1.78    18.58   20.37    1       0    0/0       25254      1002     RANDOM/0.0  RANDOMRANDOM
350 @    bt/ T/ NIL/ T/ T    6724813580  29.0    4122    3785    33 / 34    1.55    4.3     5.85     1       0    0/0       5937       182      RANDOM/0.0  RANDOMRANDOM
350 @    bt/ T/ NIL/ T/ T    8798969000  27.0    4167    3852    33 / 34    1.54    4.42    5.97     1       0    0/0       5990       200      RANDOM/0.0  RANDOMRANDOM
350 @    bt/ T/ NIL/ T/ T    0805098560  30.222221 4221  3126    55 / 56    1.6     4.17    5.77     1       0    0/0       11174      343      RANDOM/0.0  RANDOMRANDOM
350 @    bt/ T/ NIL/ T/ T    4767135635  29.222221 4212  1770    20 / 21    1.64    2.04    3.68     1       0    0/0       3088       94       RANDOM/0.0  RANDOMRANDOM
350 @    bt/ T/ NIL/ T/ T    7685437293  29.444445 4266  2529    42 / 43    1.71    3.97    5.68     1       0    0/0       6962       235      RANDOM/0.0  RANDOMRANDOM
400 @    bt/ T/ NIL/ T/ T    default     38.11111 4959   3302    49 / 50    2.29    5.86    8.15     1       0    0/0       13034      301      RANDOM/0.0  RANDOMRANDOM
400 @    bt/ T/ NIL/ T/ T    1783960706  34.0    4752    4140    64 / 65    2.0     6.91    8.91     1       0    0/0       13374      374      RANDOM/0.0  RANDOMRANDOM
400 @    bt/ T/ NIL/ T/ T    6148712495  29.0    4536    1820    18 / 19    1.98    2.29    4.27     1       0    0/0       3318       98       RANDOM/0.0  RANDOMRANDOM
400 @    bt/ T/ NIL/ T/ T    8261581571  36.0    4806    13331   135 / 136  2.06    19.94   22.0     1       0    0/0       27156      857      RANDOM/0.0  RANDOMRANDOM
400 @    bt/ T/ NIL/ T/ T    4705297406  36.77778 5040   7490    45 / 46    2.33    10.76   13.1     1       0    0/0       10910      266      RANDOM/0.0  RANDOMRANDOM
400 @    bt/ T/ NIL/ T/ T    6724813580  34.0    4752    4140    64 / 65    2.16    6.78    8.94     1       0    0/0       13374      374      RANDOM/0.0  RANDOMRANDOM
400 @    bt/ T/ NIL/ T/ T    8798969000  31.777779 4851  3981    59 / 60    2.17    7.88    10.05    1       0    0/0       10354      349      RANDOM/0.0  RANDOMRANDOM
400 @    bt/ T/ NIL/ T/ T    0805098560  34.333332 4797  1768    16 / 17    2.1     2.47    4.57     1       0    0/0       3180       77       RANDOM/0.0  RANDOMRANDOM
400 @    bt/ T/ NIL/ T/ T    4767135635  33.11111 4815   2709    46 / 47    2.16    4.25    6.41     1       0    0/0       10395      280      RANDOM/0.0  RANDOMRANDOM
400 @    bt/ T/ NIL/ T/ T    7685437293  32.444443 4842  2494    24 / 25    2.18    3.31    5.49     1       0    0/0       4728       122      RANDOM/0.0  RANDOMRANDOM
450 @    bt/ T/ NIL/ T/ T    default     41.88889 5598   20492   187 / 188  2.79    31.88   34.67    1       0    0/0       40396      1181     RANDOM/0.0  RANDOMRANDOM
450 @    bt/ T/ NIL/ T/ T    1783960706  38.77778 5364   5629    36 / 37    2.66    7.78    10.45    1       0    0/0       8718       196      RANDOM/0.0  RANDOMRANDOM
450 @    bt/ T/ NIL/ T/ T    6148712495  32.22222 5058   892     14 / 15    2.3     1.43    3.74     1       0    0/0       2489       67       RANDOM/0.0  RANDOMRANDOM
450 @    bt/ T/ NIL/ T/ T    8261581571  39.666668 5373  3472    43 / 44    2.47    5.67    8.14     1       0    0/0       12314      273      RANDOM/0.0  RANDOMRANDOM
450 @    bt/ T/ NIL/ T/ T    4705297406  41.333332 5607  3162    46 / 47    2.87    6.71    9.58     1       0    0/0       13400      279      RANDOM/0.0  RANDOMRANDOM
450 @    bt/ T/ NIL/ T/ T    6724813580  38.77778 5364   5629    36 / 37    2.47    8.4     10.87    1       0    0/0       8718       196      RANDOM/0.0  RANDOMRANDOM
450 @    bt/ T/ NIL/ T/ T    8798969000  36.333332 5472  16292   166 / 167  2.82    25.82   28.64    1       0    0/0       30826      1054     RANDOM/0.0  RANDOMRANDOM
450 @    bt/ T/ NIL/ T/ T    0805098560  39.333332 5436  3483    43 / 44    2.67    7.0     9.67     1       0    0/0       10068      247      RANDOM/0.0  RANDOMRANDOM
450 @    bt/ T/ NIL/ T/ T    4767135635  37.88889 5481   3513    42 / 43    2.7     6.61    9.31     1       0    0/0       8965       235      RANDOM/0.0  RANDOMRANDOM
450 @    bt/ T/ NIL/ T/ T    7685437293  36.333332 5400  3429    50 / 51    2.71    7.07    9.78     1       0    0/0       10546      286      RANDOM/0.0  RANDOMRANDOM
500 @    bt/ T/ NIL/ T/ T    default     47.11111 6273   3565    24 / 25    3.41    5.74    9.15     1       0    0/0       7216       125      RANDOM/0.0  RANDOMRANDOM
500 @    bt/ T/ NIL/ T/ T    1783960706  42.444443 6012  3949    46 / 47    3.06    7.12    10.18    1       0    0/0       13804      279      RANDOM/0.0  RANDOMRANDOM
500 @    bt/ T/ NIL/ T/ T    6148712495  38.22222 5796   6646    38 / 39    2.92    8.8     11.72    1       0    0/0       10374      237      RANDOM/0.0  RANDOMRANDOM
500 @    bt/ T/ NIL/ T/ T    8261581571  42.333332 5922  8150    44 / 45    2.95    11.89   14.84    1       0    0/0       12541      269      RANDOM/0.0  RANDOMRANDOM
500 @    bt/ T/ NIL/ T/ T    4705297406  46.11111 6237   12492   60 / 61    3.55    18.89   22.44    1       0    0/0       18360      362      RANDOM/0.0  RANDOMRANDOM
500 @    bt/ T/ NIL/ T/ T    6724813580  42.444443 6012  3941    46 / 47    3.09    7.02    10.11    1       0    0/0       13804      279      RANDOM/0.0  RANDOMRANDOM
500 @    bt/ T/ NIL/ T/ T    8798969000  40.77778 6084   7603    38 / 39    3.11    10.55   13.66    1       0    0/0       11120      237      RANDOM/0.0  RANDOMRANDOM
500 @    bt/ T/ NIL/ T/ T    0805098560  44.555557 6057  6746    82 / 83    3.1     10.87   13.97    1       0    0/0       24753      531      RANDOM/0.0  RANDOMRANDOM
500 @    bt/ T/ NIL/ T/ T    4767135635  42.0    6039    21671   191 / 192  3.19    40.23   43.42    1       0    0/0       41920      1217     RANDOM/0.0  RANDOMRANDOM
500 @    bt/ T/ NIL/ T/ T    7685437293  39.11111 5958   3096    42 / 43    3.35    5.17    8.52     1       0    0/0       11862      259      RANDOM/0.0  RANDOMRANDOM
550 @    bt/ T/ NIL/ T/ T    default     51.555557 6885  7833    80 / 81    4.09    15.44   19.54    1       0    0/0       27885      493      RANDOM/0.0  RANDOMRANDOM
550 @    bt/ T/ NIL/ T/ T    1783960706  45.88889 6561   10921   51 / 52    3.67    16.65   20.32    1       0    0/0       16341      313      RANDOM/0.0  RANDOMRANDOM
550 @    bt/ T/ NIL/ T/ T    6148712495  42.77778 6444   1134    14 / 15    3.55    2.03    5.58     1       0    0/0       3476       67       RANDOM/0.0  RANDOMRANDOM
550 @    bt/ T/ NIL/ T/ T    8261581571  46.77778 6543   22118   152 / 153  3.59    37.29   40.88    1       0    0/0       39704      984      RANDOM/0.0  RANDOMRANDOM
550 @    bt/ T/ NIL/ T/ T    4705297406  50.666668 6858  33498   245 / 246  4.03    60.87   64.9     1       0    0/0       62015      1553     RANDOM/0.0  RANDOMRANDOM
550 @    bt/ T/ NIL/ T/ T    6724813580  45.88889 6561   10926   51 / 52    4.31    17.88   22.19    1       0    0/0       16341      313      RANDOM/0.0  RANDOMRANDOM
550 @    bt/ T/ NIL/ T/ T    8798969000  45.22222 6732   9408    44 / 45    3.85    14.5    18.35    1       0    0/0       14083      270      RANDOM/0.0  RANDOMRANDOM
550 @    bt/ T/ NIL/ T/ T    0805098560  49.22222 6678   2356    21 / 22    3.97    4.2     8.17     1       0    0/0       6270       108      RANDOM/0.0  RANDOMRANDOM
550 @    bt/ T/ NIL/ T/ T    4767135635  45.666668 6633  5074    64 / 65    3.76    9.65    13.42    1       0    0/0       20559      408      RANDOM/0.0  RANDOMRANDOM
