50   559.000000   122.545486   995.454514
100   1570.700000   886.517803   2254.882197
150   3520.900000   2299.272260   4742.527740
200   8301.700000   6313.939736   10289.460264
250   14471.500000   9621.366833   19321.633167
300   25629.000000   20619.040875   30638.959125
350   33322.100000   25878.004445   40766.195555
400   49349.700000   38621.967985   60077.432015
450   79570.600000   61539.868668   97601.331332
500   88307.100000   72319.152269   104295.047731
550   100242.100000   77260.176043   123224.023957
600   154093.700000   106005.112204   202182.287796
650   189221.600000   128782.011846   249661.188154
700   218786.100000   166233.948490   271338.251510
750   292079.600000   238115.713651   346043.486349
800   423759.900000   321191.154410   526328.645590
850   431978.200000   346124.529048   517831.870952
900   496895.300000   405028.983095   588761.616905
950   636679.400000   476622.249569   796736.550431
1000   684857.000000   526789.576693   842924.423307
