50   0.000500   0.000315   0.000685
100   0.001785   0.001158   0.002412
150   0.004718   0.003253   0.006184
200   0.009097   0.006496   0.011697
250   0.017914   0.011851   0.023977
300   0.026705   0.018663   0.034747
350   0.038129   0.027021   0.049236
400   0.054469   0.038959   0.069980
450   0.082245   0.056778   0.107711
500   0.110443   0.076701   0.144184
550   0.139482   0.094433   0.184530
600   0.172445   0.119172   0.225718
650   0.205839   0.145587   0.266092
700   0.306378   0.201286   0.411469
750   0.358690   0.251629   0.465751
800   0.507650   0.330480   0.684820
850   0.508517   0.357946   0.659087
900   0.552401   0.401110   0.703691
950   0.738435   0.514723   0.962147
1000   0.823401   0.587887   1.058915
