 50   @  bt/ T/ NIL/ T/ T    default     4.888889 639    104     10 / 11    1.86e-4 1.76e-4 3.66e-4  1       0    0/0       199        34       T/1.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    default     0.0     639     0       0 / 0      1.18e-4 1.0e-6  1.22e-4  0       0    0/0       0          0        T/1.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    default     0.0     639     0       0 / 0      1.3e-4  2.0e-6  1.35e-4  0       0    0/0       0          0        T/1.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    default     4.6666665 639   90      8 / 9      1.22e-4 1.08e-4 2.33e-4  1       0    0/0       150        28       T/1.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    1783960706  3.0     585     58      8 / 9      1.61e-4 8.9e-5  2.52e-4  1       0    0/0       69         28       T/1.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    1783960706  0.0     585     0       0 / 0      1.06e-4 2.0e-6  1.1e-4   0       0    0/0       0          0        T/1.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    1783960706  0.0     585     0       0 / 0      1.11e-4 2.0e-6  1.15e-4  0       0    0/0       0          0        T/1.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    1783960706  7.3333335 729   144     9 / 10     1.92e-4 1.84e-4 3.79e-4  1       0    0/0       239        28       T/1.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    6148712495  4.3333335 585   98      10 / 11    1.41e-4 1.28e-4 2.72e-4  1       0    0/0       155        35       T/1.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    6148712495  0.0     585     0       0 / 0      1.08e-4 1.0e-6  1.12e-4  0       0    0/0       0          0        T/2.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    6148712495  0.0     585     0       0 / 0      1.09e-4 1.0e-6  1.13e-4  0       0    0/0       0          0        T/0.0       RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    6148712495  5.4444447 657   94      9 / 10     1.42e-4 1.28e-4 2.74e-4  1       0    0/0       160        28       T/2.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    8261581571  4.4444447 657   92      8 / 9      1.9e-4  1.41e-4 3.33e-4  1       0    0/0       161        28       T/1.0e-6    RANDOM   RANDOM
 50   @  bt/ T/ NIL/ T/ T    8261581571  0.0     657     0       0 / 0      1.19e-4 1.0e-6  1.22e-4  0       0    0/0       0          0        T/1.0e-6    RANDOM   RANDOM
