50   53.675000   35.931387   71.418613
100   98.750000   66.406593   131.093407
150   144.800000   97.337586   192.262414
200   189.375000   127.833405   250.916595
250   279.950000   185.735504   374.164496
300   494.033333   353.973801   634.092866
350   548.766667   388.815589   708.717744
400   693.633333   492.415895   894.850772
450   894.266667   633.485787   1155.047546
500   970.100000   673.468946   1266.731054
550   1213.100000   847.886984   1578.313016
600   1447.800000   998.478267   1897.121733
650   1700.766667   1156.410535   2245.122799
700   1743.100000   1196.727228   2289.472772
750   2039.866667   1423.062479   2656.670855
800   2482.333333   1724.257044   3240.409622
850   2566.833333   1811.469027   3322.197640
900   2584.533333   1807.223414   3361.843253
950   2941.266667   2102.202045   3780.331288
1000   3093.600000   2168.136860   4019.063140
